prompt_id,prompt,seed,kv_mode,method,denoising_step,block,anchors,oracle_anchors,mesh_current_nmse,mesh_rhyme_nmse,mesh_fixed_nmse,mesh_oracle_nmse,mesh_relative_improvement_over_rhyme,mesh_relative_improvement_over_fixed,fixed_relative_improvement_over_rhyme,mesh_win_over_rhyme,mesh_win_over_fixed,mesh_exact_oracle_anchors,headroom_recovery,oracle_regret,swap_gain_spearman,swap_gain_recovery,swap_regret,swap_normalized_regret,swap_top1_exact,swap_chose_noop,swap_noop_correct,swap_prior_gain_spearman,swap_prior_gain_recovery,swap_prior_regret,swap_regret_reduction_vs_prior,operator_block_delta_nmse,operator_relative_l2,non_anchor_cvar10,exact_anchor_delta_error,propagation_plus_1_relative_l2,propagation_plus_3_relative_l2,rhyme_operator_block_delta_nmse,rhyme_operator_relative_l2,operator_nmse_relative_improvement_over_rhyme,operator_l2_relative_improvement_over_rhyme,rhyme_propagation_plus_1_relative_l2,rhyme_propagation_plus_3_relative_l2,propagation_plus_1_relative_improvement_over_rhyme,propagation_plus_3_relative_improvement_over_rhyme,trace_path
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,5,8,"[0,1,2,3,4,6,7,13,20]","[0,1,2,3,4,6,7,14,20]",0.17258817905008414,0.24268458969816303,0.23885309970482918,0.17149734249933915,0.28883750194135,0.2774296031185451,0.015787941039434095,True,True,False,0.9846765173023433,0.001090836550744989,0.3774830414093348,-10.020365179496455,17570.92254929329,0.06976738335576832,False,False,True,0.3088589652728561,-10.020365179496455,17570.92254929329,0.0,0.20080002275157322,0.44810715543447105,0.6754463911056519,0.15333026979392173,0.1052039950820217,0.08803278948788244,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,5,14,"[0,1,2,4,7,10,13,17,20]","[0,1,3,4,6,7,12,16,20]",0.1965029133869656,0.25079219031013456,0.2115775678631106,0.15522688058557912,0.2164711622639994,0.07124883147299535,0.15636301273389086,True,True,False,0.5680856063737464,0.041276032801386475,0.04539840032398502,-0.7479791655496059,106990.03450520826,0.3298533635103648,False,False,True,0.5368026728763795,-0.007085639701258314,61641.539822048624,-45348.49468315963,0.2132170744943987,0.46175434431567475,0.9380984306335449,0.13956352077456594,0.0852452016293277,0.06826343996995034,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,5,20,"[0,1,2,4,7,10,13,17,20]","[0,1,3,4,6,7,11,15,20]",0.12370860464106244,0.11825297470042997,0.12225984165158098,0.0950684779093244,-0.04613524483805334,-0.011849868034429332,-0.033883857563005,False,False,False,-0.23531370940625487,0.028640126731738033,0.15237420269312543,0.0,47043.91927083349,0.1452036510977372,False,True,False,0.5819783335020755,0.019882314832319507,46108.577256944554,-935.3420138889342,0.14044630887057555,0.3747616694254837,0.7104394435882568,0.10855618425303878,0.12438313576675013,0.10475427215640462,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,20,8,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.12521040758676716,0.4009841178096424,0.16477508658134024,0.125211256588612,0.6877422271218039,0.24011323444240593,0.589073284295107,True,True,True,1.000003078627248,-8.490018448548131e-07,0.8346663966791535,,0.0,0.0,True,True,True,0.2673686342006682,,12790.132812499942,12790.132812499942,0.15131807905213226,0.38899624555017526,0.5060542821884155,0.1847046069731073,0.09850166034879766,0.08902335639436752,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,20,14,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.07978256032808792,0.28594100221006596,0.10573125157869287,0.07979193023008124,0.7209824414426728,0.24542120577558899,0.6302340316307011,True,True,True,1.0000454520697248,-9.369901993322438e-06,0.9059633491950997,,0.0,0.0,True,True,True,0.46238736458438795,,11858.717990451376,11858.717990451376,0.10355753627231098,0.32180356783651576,0.4217637777328491,0.13866617139576332,0.0736999839203742,0.06669181647350564,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,20,20,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.05772761675803131,0.12950960047169693,0.0697814373910043,0.05772873850028965,0.5542599425233566,0.1727367776251465,0.4611871464598151,True,True,True,1.0000156273166345,-1.1217422583448267e-06,0.4013161891262529,,0.0,0.0,True,True,True,0.5759036144578313,,5571.283311631967,5571.283311631967,0.07974933391648353,0.2823992456018315,0.3724815845489502,0.13515895182539683,0.11557143581064072,0.09905965156936411,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,40,8,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.08475807518329868,0.30172025462243446,0.12027497173949714,0.08476060674611022,0.7190839067487765,0.29529748411102763,0.6013692488427521,True,True,True,1.000011668357855,-2.5315628115335498e-06,0.6253923256049407,,0.0,0.0,True,True,True,0.07425331578414499,,10500.731879340281,10500.731879340281,0.10228897969175184,0.31982648372477196,0.43674880266189575,0.15478355158527873,0.09501680147672886,0.08268367820973448,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,40,14,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.04105035203247031,0.1556437602891887,0.05684964177412394,0.04105198087772946,0.73625443155448,0.27791362000885883,0.634745127793775,True,True,True,1.0000142143290514,-1.6288452591509128e-06,0.8765212108939961,,0.0,0.0,True,True,True,0.3465627214741318,,7782.5587022569525,7782.5587022569525,0.055784315119772034,0.23618703419064313,0.31651782989501953,0.11277119798433871,0.06912752246526264,0.056663378054183484,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,anchor_only,coframe,40,20,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.044955430697555615,0.1231632856820875,0.05948918633838451,0.04495505762474982,0.6349932494201573,0.244309201980986,0.5169892877660016,True,True,True,0.9999952297499244,3.730728057940724e-07,0.20328034828389188,,0.0,0.0,True,True,True,0.38102662751847727,,5446.322808159704,5446.322808159704,0.06614110699899735,0.25717913406611614,0.335244357585907,0.13257591093862417,0.10793534066329642,0.09651611662114161,,,,,,,,,outputs/probe/p0_s0/coframe_anchor_only_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,5,8,"[0,1,2,3,4,6,7,13,20]","[0,1,2,3,4,6,7,14,20]",0.1750971963605958,0.250254378483365,0.24005949927797707,0.17403959630096436,0.30032314550598393,0.27060917444536575,0.0407380652725148,True,True,False,0.9861234260684448,0.0010576000596314583,0.3897337248152273,-9.34661555270658,16341.734126984025,0.06251736130077097,False,False,True,0.3207856636630556,-9.34661555270658,16341.734126984025,0.0,0.17511513598866066,0.4184676044673717,0.6649278402328491,0.0024629986655057157,0.0970855305984939,0.08022141967433125,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,5,14,"[0,1,2,4,7,10,13,17,20]","[0,1,3,4,6,7,12,16,20]",0.21476872122718896,0.3008941032411652,0.23086473265149382,0.1681163457591333,0.2862315382264144,0.06972052959081844,0.23273759716568188,True,True,False,0.6486431436050661,0.046652375468055646,0.29745874253315785,-0.6795656564874502,125977.26106770831,0.34962751907026174,False,False,True,0.6694947858661537,-0.019825540938371834,76492.88845486112,-49484.37261284719,0.21479019618463205,0.46345463228306616,0.9875470399856567,0.0025232212349357353,0.08553463416846795,0.06699799112827423,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,5,20,"[0,1,2,4,7,10,13,17,20]","[0,1,3,4,6,7,11,15,20]",0.1235006471477153,0.1217645175996791,0.12671491349907096,0.0945444184063908,-0.01425809079902911,0.02536612512764116,-0.0406554881255893,False,True,False,-0.06378116169629106,0.028956228741324502,0.14182444061962135,0.0,52471.356119791686,0.15832067754675988,False,True,False,0.6059329755998785,0.017834550678649152,51535.553059895814,-935.8030598958721,0.12350814612440775,0.3514372577351578,0.7002841234207153,0.001422904946849736,0.1123088306772106,0.10013929366390573,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,20,8,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.14019587284099225,0.44519249611088674,0.18001231969111042,0.1401955367197112,0.6850893173948,0.22118734383535882,0.5956528439637633,True,True,True,0.9999988979520265,3.3612128105819927e-07,0.8358003442340792,,0.0,0.0,True,True,True,0.25149336843171005,,15507.184950086812,15507.184950086812,0.1402086449289562,0.37444444838848423,0.5076472759246826,0.0022198640881719383,0.092490988023892,0.07984575639623204,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,20,14,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.10260572065040623,0.3704004229055109,0.13788826594708584,0.10260493410067935,0.7229870315872157,0.2558777939104635,0.627731888464228,True,True,True,0.9999970628716324,7.865497268777499e-07,0.9292700212615167,,0.0,0.0,True,True,True,0.36405791232155515,,16861.971896701376,16861.971896701376,0.10262752027257474,0.32035530317535676,0.4439185559749603,0.002164476742531002,0.07441995791547593,0.06594178741686559,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,20,20,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.06252940403850157,0.14342589884911627,0.07883097572339139,0.06253310604974446,0.5640298959933145,0.20679144886002818,0.45037140184617985,True,True,True,1.0000457644137972,-3.7020112428898244e-06,0.3523539536296446,,0.0,0.0,True,True,True,0.47004151058013566,,7304.512152777781,7304.512152777781,0.06254326965969131,0.25008652434645756,0.34410560131073,0.0014474015379254844,0.0910200733157125,0.08524250236127842,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,40,8,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.09112932036757818,0.3034991179016907,0.12323216452648827,0.09113157985063278,0.6997377751947973,0.26050702170381596,0.5939620339641133,True,True,True,1.0000106394935655,-2.259483054600775e-06,0.7933988053052546,,0.0,0.0,True,True,True,0.2095373088994634,,11445.140245225717,11445.140245225717,0.09114095348765801,0.30189560031185947,0.4137197732925415,0.0020319759005266117,0.08805794078083194,0.07565972787284596,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,40,14,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.0520231323389261,0.20311833250001676,0.07713435623586522,0.05202528193504472,0.7438777106004363,0.32555174013707694,0.6202491656637696,True,True,True,1.0000142269688153,-2.1495961186196455e-06,0.9276298471195707,,0.0,0.0,True,True,True,0.4659511997570112,,12177.495768229128,12177.495768229128,0.052034729919005755,0.22811122269411857,0.31543034315109253,0.001885019146314054,0.06661380970723006,0.0571641620191396,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p0_s0,A red toy car moves smoothly from left to right across a wooden table.,0,full_kv,coframe,40,20,"[0,1,3,6,9,12,15,18,20]","[0,1,3,6,9,12,15,18,20]",0.05117878197398292,0.13546962473556876,0.06643859720897277,0.05117959727584072,0.6222121226519831,0.22968298362760972,0.5095683084775776,True,True,True,1.0000096725779117,-8.153018577969351e-07,0.39386453376531333,,0.0,0.0,True,True,True,0.4717019337855624,,6376.238715277752,6376.238715277752,0.051195899329863064,0.22626510851181422,0.3111443519592285,0.0015636537115975482,0.08342274392980749,0.0696284125836594,,,,,,,,,outputs/probe/p0_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,5,8,"[0,2,3,5,7,10,12,16,20]","[0,2,3,5,7,10,12,16,20]",0.20361206698314605,0.22981815422835897,0.25523597292407085,0.20360751768005914,0.11402966546834775,0.2022595222354578,-0.11059969905795802,True,True,True,0.9998264329415073,4.549303086909262e-06,0.4876784448719247,,76665.43109809031,0.22018108737226988,False,False,False,0.8374405183760251,,49462.36919487844,-27203.06190321187,0.22405475020930588,0.4733442195794788,0.7969874739646912,0.14612420646247942,0.12295589184476317,0.10094593493445055,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,5,14,"[0,3,5,7,10,12,14,17,20]","[0,2,3,5,7,10,12,16,20]",0.22555332679825285,0.230343139113269,0.22253563604656515,0.18624097485039606,0.020794247805491668,-0.013560483189560955,0.03389509710061125,True,False,False,0.10860719411560538,0.03931235194785679,0.7746886706489825,-0.19801005024051604,76487.62819010415,0.18366385219994255,False,False,True,0.7519489723600283,0.25895205101144464,47312.624782986124,-29175.003407118027,0.2436347785880435,0.49359373840036047,0.9565483927726746,0.13021411746450587,0.10510257727571624,0.09206353966036261,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,5,20,"[0,2,5,7,9,12,14,17,20]","[0,3,5,6,8,10,13,16,20]",0.14492188808510506,0.1273330213741156,0.14068794515656294,0.12163478605846564,-0.13813279949834723,-0.030094567973328695,-0.10488185734012712,False,False,False,-3.086721719386077,0.023287102026639417,0.7401032702237521,0.0,46310.166145833326,0.10546745302224529,False,True,False,0.8652019844082212,0.5700008885213105,19913.330295138818,-26396.835850694508,0.15693499944802772,0.3961502233345675,0.7004886269569397,0.10066233630259193,0.14785631069313296,0.1300746536716437,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
